Status,Exercise Display / Reference Name ,YouTube URL,Vimeo URL,Figure Icon ,Thumbnail,Coach,Assigned,Type,Tracking Fields,Per Side Info,Equipment,Muscle Groups,Tags / Target Areas,Description / Instructions,How To Perform 1,How To Perform 2,How To Perform 3,How To Perform 4
In Handsdan App,Pseudo Planche Lean Push Ups,,https://vimeo.com/1069544344,Completed,Required,DANNY,,Strength,Repetitions,None,None,"Anterior Deltoids, Biceps, Triceps","Shoulders, Upper Body",A planche progression building extreme pushing strength and body tension required for this advanced gymnastics hold.,"Set up for Pseudo Planche Lean Push Ups with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid momentum.,Return to the starting position under control. Do not rush the eccentric phase.,
In Handsdan App,Tailor Pose (Knee Raises and Lowers),,https://vimeo.com/1069819959,Completed,Required,DANNY,,Mobility,Repetitions,None,None,Hip Adductors,"Adductors, Hips","A mobility exercise targeting the adductors, hips, building controlled range of motion and joint health.",Set up in the starting position for Tailor Pose (Knee Raises and Lowers). Ensure proper alignment and brace your core lightly.,Move through the full range of motion with control. Focus on owning every part of the movement.,Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
In Handsdan App,TRX Serratus Slides,,https://vimeo.com/1061926133,Completed,Required,DANNY,,Strength,Repetitions,None,TRX,Serratus Anterior,"Abs, Arms ","A TRX suspension exercise targeting abs, arms, using bodyweight with instability for increased engagement.","Set up for TRX Serratus Slides with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid momentum.,Return to the starting position under control. Do not rush the eccentric phase.,
In Handsdan App,Pike Pulses,,https://vimeo.com/1069548792,Completed,Required,DANNY,,Mobility,Duration,None,None,Hamstrings,Hamstrings ,"A mobility exercise targeting the hamstrings, building controlled range of motion and joint health.",Set up in the starting position for Pike Pulses. Ensure proper alignment and brace your core lightly.,Move through the full range of motion with control. Focus on owning every part of the movement.,Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
In Handsdan App,Lu Raises,,https://vimeo.com/1069544734,Completed,Required,DANNY,,Strength,Repetitions,None,"dumbbells, weight plates",Deltoids,Shoulders,"A strength exercise targeting the shoulders, building muscular strength and endurance.","Set up for Lu Raises with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid momentum.,Return to the starting position under control. Do not rush the eccentric phase.,
In Handsdan App,Shoulder Rolls on Rings (Standing),,https://vimeo.com/1069539622,Completed,Required,DANNY,,Mobility,Duration,None,"Rings, TRX","Anterior Deltoids, Pecs",Shoulders,"A mobility exercise targeting the shoulders, building controlled range of motion and joint health.",Set up in the starting position for Shoulder Rolls on Rings (Standing). Ensure proper alignment and brace your core lightly.,Move through the full range of motion with control. Focus on owning every part of the movement.,Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
In Handsdan App,Straight Arm Pulls with Broomstick,,https://vimeo.com/1069538161,Completed,Required,DANNY,,Strength,Repetitions,None,"Broomstick, Resistance Band",Lats,"Lats, Upper Body","A strength exercise targeting the lats, building muscular strength and endurance.","Set up for Straight Arm Pulls with Broomstick with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid momentum.,Return to the starting position under control. Do not rush the eccentric phase.,
In Handsdan App,Table Rocks,,https://vimeo.com/1061924902,Completed,Required,DANNY,,Mobility,Repetitions,None,None,"Anterior Deltoids, Pecs","Shoulders, Chest","A mobility exercise targeting the shoulders, chest, building controlled range of motion and joint health.",Set up in the starting position for Table Rocks. Ensure proper alignment and brace your core lightly.,Move through the full range of motion with control. Focus on owning every part of the movement.,Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
In Handsdan App,Adductor Leg Lifts,,https://vimeo.com/1061926545,Completed,Required,DANNY,,Mobility,Repetitions,Per Leg,None,Hip Adductors,"Adductors, Hips","A mobility exercise targeting the adductors, hips, building controlled range of motion and joint health.",Set up in the starting position for Adductor Leg Lifts. Ensure proper alignment and brace your core lightly.,Move through the full range of motion with control. Focus on owning every part of the movement.,Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
In Handsdan App,Adductor Leg Lifts - Overcoming ISO,,https://vimeo.com/1061926434,Completed,Required,DANNY,,Mobility,Repetitions,Per Leg,Weight Plate,Hip Adductors,"Adductors, hips","A mobility exercise targeting the adductors, hips, building controlled range of motion and joint health.",Set up in the starting position for Adductor Leg Lifts - Overcoming ISO. Ensure proper alignment and brace your core lightly.,Move through the full range of motion with control. Focus on owning every part of the movement.,Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
In Handsdan App,Deadlift with Broomstick,,https://vimeo.com/1061926323,Completed,Required,DANNY,,Bodyweight,Repetitions,None,Broomstick,"Hamstrings, Gluteus Maximus, Erector Spinae","Lower Body, Glutes, Hamstrings,","A bodyweight exercise focusing on glutes, hamstrings, building strength and control without external load.",Set up for Deadlift with Broomstick. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset if needed before the next rep.,
In Handsdan App,Seated Pike - Hamstring Stretch (Passive),,https://vimeo.com/1061925438,Completed,Required,DANNY,,Mobility,Duration,None,Hamstrings,Hamstrings,Hamstrings ,"A mobility exercise targeting the hamstrings, building controlled range of motion and joint health.",Set up in the starting position for Seated Pike - Hamstring Stretch (Passive). Ensure proper alignment and brace your core lightly.,Move through the full range of motion with control. Focus on owning every part of the movement.,Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
In Handsdan App,Seated Pike - Hamstring Stretch (with Contractions),,https://vimeo.com/1061925153,Completed,Required,DANNY,,Mobility,Duration,None,Hasmstrings,Hamstrings,Hamstrings ,"A mobility exercise targeting the hamstrings, building controlled range of motion and joint health.",Set up in the starting position for Seated Pike - Hamstring Stretch (with Contractions). Ensure proper alignment and brace your core lightly.,Move through the full range of motion with control. Focus on owning every part of the movement.,Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
In Handsdan App,Hip Flexor Stretch (Passive),,https://vimeo.com/1061925008,Completed,Required,DANNY,,Stretching,Duration,Per Leg,None,Hip Flexors,"Hip Flexors, Hips","A stretching exercise targeting the hip flexors, hips, improving flexibility and range of motion through controlled movement.",Get into the starting position for Hip Flexor Stretch (Passive). Ensure your body is properly aligned before beginning.,Move into the stretch slowly and with control. Breathe deeply and allow the muscles to release gradually.,Hold the end position for the prescribed duration. Release slowly and repeat on the other side if applicable.,
In Handsdan App,Curtsy Lunge (Weighted),,https://vimeo.com/977329541,Completed,Required,DANNY,,Strength,Repetitions,Per Leg,None,Gluteus Maximus,"Glutes, Hips","A strength exercise targeting the glutes, hips, building muscular strength and endurance.","Set up for Curtsy Lunge (Weighted) with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid momentum.,Return to the starting position under control. Do not rush the eccentric phase.,
In Handsdan App,Shoulder Extension Roll Outs on Barbell,,https://vimeo.com/1069921389,Completed,Required,DANNY,,Mobility,Repetitions,None,Barbell,"Anterior Deltoids, Pectoralis","Shoulders, Chest","A mobility exercise targeting the shoulders, chest, building controlled range of motion and joint health.",Set up in the starting position for Shoulder Extension Roll Outs on Barbell. Ensure proper alignment and brace your core lightly.,Move through the full range of motion with control. Focus on owning every part of the movement.,Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
